10100472905|101|J|1|000022|||003|0|2017070200000031|20991231|20170702|3|糖糖|
10100472893|101||0|100001|ZXLC100001|0G02T000|000|0|2017070200000032|20991231|20170702|13|安徽|
10100472403|101|J|1|000022|||000|3|2017070200000084|20991231|20170702|3|BBBB|
10100472892|101||0|100002|ZXLC100002|0G02T000|003|3|2017070200000087|20991231|20170702|13|热气球|
10100473050|101|J|1|000022|||000|0|2017070200000094|20991231|20170702|3|AAAA|
10100473088|101||0|100002|ZXLC100002|0G02T000|000|0|2017070200000095|20991231|20170702|13|葫芦|
10100473030|101|J|1|202001|||005|0|2017070300000007|20991231|20170703|3|姜个人0627|
10100473033|101||0|100001|ZXLC100001|0G02T000|006|0|2017070300000015|20991231|20170703|13|姜个人0627|
10100472909|101|J|5|050004|||000|1|2017070300000044|20991231|20170703|3|LALALA|
10100473205|101|J|0||||000|1|2017070300000079|20991231|20170703|3|姜个人0703|
10100473205|101|J|1|202001|||000|0|2017070300000080|20991231|20170703|3|姜个人0703|
10100473205|101|J|1|000022|||000|0|2017070300000082|20991231|20170703|3|姜个人0703|
10100473209|101|J|1|202001|||001|2|2017070300000086|20991231|20170703|3|抹茶|
10100473205|101||0|100001|ZXLC100001|0G02T000|001|0|2017070300000087|20991231|20170703|13|姜个人0703|
10100473205|101||0|100002|ZXLC100002|0G02T000|000|3|2017070300000088|20991231|20170703|13|姜个人0703|
10100473205|101||0|100003|ZXLC100003|0G02T000|005|0|2017070300000089|20991231|20170703|13|姜个人0703|
10100473205|101||0|100004|ZXLC100004|0G02T000|005|0|2017070300000090|20991231|20170703|13|姜个人0703|
10100473205|101||0|100005|ZXLC100005|0G02T000|005|0|2017070300000094|20991231|20170703|13|姜个人0703|
10100473205|101|J|5|050004|||000|0|2017070300000095|20991231|20170703|3|姜个人0703|
10100473205|101|J|5|050004|||000|0|2017070300000096|20991231|20170703|3|姜个人0703|
10100473205|101|J|3|000001|||000|0|2017070300000097|20991231|20170703|3|姜个人0703|
10100473210|101|J|1|202001|||005|0|2017070300000098|20991231|20170703|3|LALALA1|
10100473209|101||0|100003|ZXLC100003|0G02T000|005|0|2017070300000102|20991231|20170703|13|抹茶|
10100473208|101|J|1|202001|||000|1|2017070300000111|20991231|20170703|3|姜个人0703|
10100473208|101|J|5|050004|||000|1|2017070300000114|20991231|20170703|3|姜个人0703|
10100473208|101|J|3|000001|||000|1|2017070300000115|20991231|20170703|3|姜个人0703|
10100473208|101|J|1|000022|||000|1|2017070300000118|20991231|20170703|3|姜个人0703|
10100473218|101||0|100001|ZXLC100001|0G02T000|000|0|2017070300000177|20991231|20170703|13|姜个人0703|
10100473218|101||0|100002|ZXLC100002|0G02T000|000|0|2017070300000181|20991231|20170703|13|姜个人0703|
10100473218|101||0|100003|ZXLC100003|0G02T000|000|0|2017070300000184|20991231|20170703|13|姜个人0703|
10100473218|101||0|100004|ZXLC100004|0G02T000|000|0|2017070300000185|20991231|20170703|13|姜个人0703|
10100473218|101||0|100005|ZXLC100005|0G02T000|000|0|2017070300000186|20991231|20170703|13|姜个人0703|
10100473235|101||0|100001|ZXLC100001|0G02T000|200|3|2017070400000044|20991231|20170704|13|彩虹糖|
10100473252|101||0|100001|ZXLC100001|0G02T000|200|3|2017070500000089|20991231|20170705|13|姜个人0705|
10105711099|101|J|3|000001||||2|2017122700000022|20991231|20171227|3|姜变更|
10105716673|101|J|1|000022||||2|2017122700000057|20991231|20171227|3|姜个人12270000000000000000000000|
10105710646|101|J|3|000001||||3|2017122700000076|20991231|20171227|3|AAAA|
10105716673|101|J|3|000001||||3|2017122700000077|20991231|20171227|3|姜个人12270000000000000000000000|
10105710646|101|J|5|050004||||3|2017122700000078|20991231|20171227|3|AAAA|
10105716678|101|J|1|000022|||006|1|2017122700000082|20991231|20171227|3|wwqwqwwqwqw|
10105710630|101|J|3|000001||||0|2017122800000012|20991231|20171228|3|AAAA|
